Code Value,Language,Endangerment Level,Number of Speakers,Region,Latitude,Longitude
trg,Jewish Azerbaijani Neo-Aramaic,Threatened ,4450,Caucasus;Near East,38.1150, 44.4555
juo,Jiba,Threatened ,1000,Africa,9.0587,11.2829
shv,Jibbali,Threatened ,,Near East,,
apj,Jicarilla Apache,Endangered ,300,North America,36.9336,-106.9984
jie,Jilbe,Threatened ,2000,Africa,11.749,14.5458
jim,Jimi (Cameroon),Threatened ,2500,Africa,10.339154, 13.562401
jmi,Jimi (Nigeria),Severely Endangered ,1000,Africa,10.701093, 9.813126
jig,Jingulu,Severely Endangered ,,Australia,-16.6271636,133.5450627
pnu,Jiongnai Bunu,Threatened ,,East Asia,23.3902,108.5135
jul,Jirel,Threatened ,4919,South Asia,27.6419,86.2123
dze,Jiwarli,Dormant ,0,Australia,-23.266581,115.99823
dyo,Jola-Fonyi,At risk ,413490,Africa,,
jeu,Jonkor Bourmataguil,Threatened ,1500,Africa,11.4261,19.0145
yau,Jotí,Endangered ,767,South America,6.075,-65.6323
,Jowshaqani,Severely Endangered ,,Near East,33.99, 51.40
juu,Ju,Endangered ,150,Africa,10.104923, 9.822267
jun,Juang,Vulnerable ,30875,South Asia,21.3333333333,86.0
,Judeo-Egyptian Arabic,,,Africa;Near East,,
,Judeo-Hamadani,Endangered ,1000,Near East,34.8000, 48.5167
yhd,Judeo-Iraqi Arabic,At risk ,151820,Near East,,
,Judeo-Isfahani,,,Near East,32.6333, 51.6500
itk,Judeo-Italian,Severely Endangered ,50,Europe,,
,Judeo-Kashani,,,Near East,33.9889, 51.4772
aju,Judeo-Moroccan Arabic,At risk ,258930,Africa;Near East,,
,Judeo-Shirazi,,,Near East,29.6167, 52.5333
jdt,Judeo-Tat,Vulnerable ,,Caucasus;Europe;Near East;East Asia,31.5166,34.5964
 yud,Judeo-Tripolitanian Arabic,Vulnerable ,,Africa;Near East,,
ajt,Judeo-Tunisian Arabic,At risk ,352500,Africa;Near East,33.8795,10.0634
,Judeo-Yazdi,,,Near East,31.8972, 54.3678
jye,Judeo-Yemeni Arabic,Vulnerable ,51000,Near East,,
lbo-juk,Juk,Threatened ,,Southeast Asia,15.3333, 106.85
jua,Júma,Critically Endangered ,5,South America,-7.5,-64.0
qhq,Jumaytepeque Xinka,Dormant ,0,"Mexico, Central America, Caribbean",14.344, -90.256
tju,Jurruru,Dormant ,0,Australia,-23.103734,116.026382
jur,Juruna,Endangered ,,South America,-5.0,-54.5
ktz,Ju|'hoan,Vulnerable ,11000,Africa,-19.591168, 20.502033
ahg,K'emant,Threatened ,1500,Africa,12.6666666667,37.4166666667
quc,K'iche',Vulnerable ,922378,"Mexico, Central America, Caribbean",19.3482,-90.7177
kbe,Kaanju,Critically Endangered ,50,Australia,-13.45659025,142.9043198
urb,Kaapor,Endangered ,,South America,-2.33333333333,-46.5
kvf,Kabalai,Vulnerable ,17885,Africa,9.465995, 16.274820
xkp,Kabatei,,Noestimateavailable,Near East,37.05,49.76
cwa,Kabwa,Threatened ,8500,Africa,,
xac,Kachari,Endangered ,59000,South Asia,26.5,91.0
xkk,Kaco',Vulnerable ,3365,Southeast Asia,13.934,107.4222
kzd,Kadai,Endangered ,350,Southeast Asia,-1.7465,125.2606
kdu,Kadaru,Threatened ,7000,Africa,12.1789, 30.2398
kbc,Kadiwéu,Threatened ,1600,South America,-20.0,-57.0
zkd,Kadu,Vulnerable ,30000,Southeast Asia,24.419, 95.85
ktp,Kaduo,Vulnerable ,,East Asia,23.430, 101.692
jka,Kaera,Vulnerable ,,Southeast Asia,-8.310756, 124.031491
syw,Kagate,Threatened ,100,South Asia,27.5449,86.2925
xkg,Kagoro,Vulnerable ,15000,Africa,14.139572, -9.826523
kct,Kaian,Threatened ,792,Pacific,-4.07, 144.76
kzb,Kaibobo,Endangered ,500,Southeast Asia,-3.1843,128.1829
"kbw, trb",Kaiep,Endangered ,300,Pacific,-3.6666,143.8166
kzq,Kaike,Vulnerable ,794,South Asia,28.9642,82.9819
kgp,Kaingang,Vulnerable ,18500,South America,-26.0,-52.0
kxa,Kairiru,Threatened ,3507,Pacific,-3.33, 143.55
krd,Kairui-Midiki,Threatened ,15000,Pacific,-8.7222,126.2878
kce,Kaivi,Threatened ,2320,Africa,,
"kgk, pta",Kaiwá,Vulnerable ,,South America,-23.0,-55.0
08c,Kaixana,Dormant ,0,South America,,
tcq,Kaiy,Endangered ,220,Southeast Asia,-2.943,138.1777
xkj,Kajali,,Noestimateavailable,Near East,38.2036, 48.2519
tbd,Kaki Ae,Endangered ,510,Pacific,-8.0,145.833333333
cbv,Kakua,Endangered ,220,South America,1.08333333333,-70.0
kal,Kalaallisut,Vulnerable ,53000,Europe;North America,64.175,-51.738889
ijn,Kalabari,At risk ,258000,Africa,,
gwc,Kalami,Threatened ,1500,South Asia,35.2893,72.6168
knz,Kalamsé,Threatened ,,Africa,13.6024,-3.109989
kly,Kalao,Endangered ,500,Southeast Asia,-7.3134,121.0034
kls,Kalasha,Threatened ,2900,South Asia,35.645250, 71.705167
mwp,Kalaw Kawaw Ya,Endangered ,,Australia,-10.156694,142.282428
"fla, spo",Kalispel-Spokane-Pend d'Oreille-Salish,Severely Endangered ,70,North America,47.5944,-114.1182
"ktg, wwb",Kalkatungu,Dormant ,0,Australia,-20.8213821, 139.0590511
caw,Kallawaya,Severely Endangered ,,South America,-15.1357,-69.1699
xal,Kalmyk-Oirat,Vulnerable ,323857,Caucasus;Europe;East Asia,46.566667, 45.316667
ywa,Kalou,Endangered ,820,Pacific,-3.93985," 142.217
"
woi,Kamang,Threatened ,,Southeast Asia,-8.258181, 124.894568
jmr,Kamara,Vulnerable ,3000,Africa,9.0858,-2.2576
kzx,Kamarian,Critically Endangered ,10,Southeast Asia,-3.4366,128.5345
xas,Kamas,Dormant ,0,Caucasus;Europe;East Asia,57.9964, 92.8784
klp,Kamasa,Critically Endangered ,7,Pacific,-6.95,146.2
kms,Kamasau,Endangered ,700,Pacific,-3.85, 143.84
kay,Kamayurá,Endangered ,400,South America,-12.0833333333,-52.5833333333
kyy,Kambaira,Endangered ,140,Pacific,-6.27, 146.08
tey-kam,Kamda,Threatened ,,Africa,11.391187, 29.119034
kmi,Kami (Nigeria),Threatened ,5000,Africa,9.044462, 6.570498
kcu,Kami (Tanzania),Severely Endangered ,5518,Africa,-6.729292, 37.922087
xmu,Kamu,Critically Endangered ,2,Australia,-13.874192,131.143664
xla,Kamula,Endangered ,800,Pacific,-7.29, 142.64
xnb,Kanakanavu,Critically Endangered ,6,East Asia,23.283,120.746
zkn,Kanan,Threatened ,,Southeast Asia,,
xns,Kanashi,Threatened ,1400,South Asia,32.0833333333,77.25
kqw,Kandas,Endangered ,,Pacific,-4.4121,152.7868
kbs,Kande,Severely Endangered ,100,Africa,-.1318,11.8103
kcp,Kanga,Threatened ,,Africa,10.844,29.4708
igm,Kanggape,Endangered ,930,Pacific,-4.42, 144.82
kxs,Kangjia,Severely Endangered ,377,East Asia,35.959, 101.978
knr,Kaningra,Threatened ,327,Pacific,-4.5784, 143.3612
wat,Kaninuwa,Endangered ,360,Pacific,-9.23, 150.25
1j2,Kaniyang,Awakening ,,Australia,-33.495598,116.354485
kxn,Kanowit-Tanjong,Endangered ,100,Southeast Asia,2.087396, 112.165452
xkt,Kantosi,Threatened ,2300,Africa,10.97, -1.93
khx,Kanu,Threatened ,3500,Africa,,
ksk,Kanza,Awakening ,,North America,36.7657,-96.8652
kax,Kao,Endangered ,400,Southeast Asia,1.1479,127.8204
ykm,Kap,Threatened ,2079,Pacific,-3.13, 142.47
kpg,Kapingamarangi,Threatened ,3000,Pacific,1.05,154.75
kxo,Kapixaná,Critically Endangered ,3,South America,-10.790,-65.332
"ake, pbc",Kapong,Vulnerable ,11550,South America,6.0,-59.5
khp,Kapori,Vulnerable ,,Southeast Asia,-3.4,139.7
dju,Kapriman,Vulnerable ,1339,Pacific,-4.51, 143.24
klo,Kapya,Endangered ,200,Africa,7.050127, 9.866482
"cak, ckk, cke, ckc, cki, ckj, ckd, ckf, ckw, cbm",Kaqchikel,Vulnerable ,475889,"Mexico, Central America, Caribbean",14.47, -90.99
kah,Kara,Threatened ,4800,Africa,,
kdr,Karaim,Critically Endangered ,500,Europe,54.6666666667,24.9166666667
kpj,Karajá,Threatened ,3060,South America,-9.983486,-50.284753
gbd,Karajarri,Critically Endangered ,12,Australia,-18.71361155,122.0338064
kzr,Karang,Vulnerable ,18000,Africa,8.223723, 14.935707
kth,Karanga,Threatened ,10000,Africa,8.3093,15.3588
kgv,Karas,Endangered ,130,Southeast Asia,-3.454537," 132.686683
"
kpt,Karata,Threatened ,5000,Caucasus;Europe;East Asia,42.5833333333,46.3333333333
xrw,Karawa,Severely Endangered ,44,Pacific,-10.09628868,147.8647003
tzx,Karawari,Threatened ,1300,Pacific,-4.49, 143.59
mjw,Karbi,At risk ,150000,South Asia,,
krl,Karelian,Threatened ,63000,Caucasus;Europe;East Asia,64.0,32.0
kbj,Kari,Endangered ,1000,Africa,4.8392,25.5432
car,Kari'nja,Threatened ,,South America,5.5,-56.0
kgn,Karingani,Vulnerable ,17600,Near East,38.2036,48.2519
kuq,Karipuna,Severely Endangered ,10,South America,-10.0,-65.0
ktn,Karitiana,Endangered ,320,South America,-9.5,-64.0
kil,Kariya,Threatened ,3000,Africa,10.908788, 9.774494
vka,Kariyarra,Critically Endangered ,2,Australia,-21.09237034,117.6641089
yuj,Karkar-Yuri,Threatened ,1000,Pacific,,
adi-kar,Karko (India),Threatened ,2000,South Asia,,
kko,Karko (Sudan),Endangered ,8000,Africa,11.931389,29.442778
arr,Karo (Brazil),Endangered ,200,South America,-10.3333333333,-62.0
kxh,Karo (Ethiopia),Threatened ,1000,Africa,5.2003,36.0681
xkx,Karore,Endangered ,550,Pacific,-6.1542,149.8205
1j3,Kartujarra,Critically Endangered ,5,Australia,-23.27912297,121.7321284
kyh,Karuk,Critically Endangered ,12,North America,41.7929,-123.3763
ccj,Kasanga,Critically Endangered ,afew,Africa,12.2702,-16.1553
kju,Kashaya,Critically Endangered ,Severaldozen,North America,38.6603,-123.3045
csb,Kashubian,Vulnerable ,50000,Europe,54.356076, 17.893982
1l3,Kasong,Severely Endangered ,40,Southeast Asia,13.228214,99.852433
bqy,Kata Kolok,Endangered ,,Southeast Asia,,
xat,Katawixi,Dormant ,0,South America,-8.8416,-66.0937
ykt,Kathu,Threatened ,5000,East Asia,24.136,105.249
bsh,Kati,Threatened ,3700,South Asia;Near East,35.420967, 71.292564
kcr,Katla,Vulnerable ,14200,Africa,11.8333333333,29.3333333333
kav,Katukina,Vulnerable ,550,South America,-5.6159,-68.7304
knt,Katukina do Acre,Endangered ,318,South America,-6.4899, -69.2578
kbb,Katxúyana,Severely Endangered ,150,South America,2.043,-55.4589
bpp,Kaure,Endangered ,450,Southeast Asia,-3.347215, 139.812557
,Kaurna,Awakening ,50,Australia,-34.34966141,138.4800794
ckv,Kavalan,Critically Endangered ,,East Asia,23.978097,121.605898
kcb,Kawacha,Severely Endangered ,12,Pacific,-6.96, 146.21
xaw,Kawaiisu,Critically Endangered ,3,North America,35.0589,-118.4026
alc,Kawésqar,Critically Endangered ,7,South America,-49.0,-75.0
ktx,Kaxararí,Threatened ,,South America,-9.5682,-66.1596
kyz,Kayabí,Threatened ,1000,South America,-11.0,-55.5
gyd,Kayardild,Critically Endangered ,5,Australia,-17.08808051,139.4873823
kzl,Kayeli,Critically Endangered ,3,Southeast Asia,-3.39,127.1008
wnp,Kayik,Endangered ,769,Pacific,,
gbb,Kaytetye,Endangered ,200,Australia,-20.61525316,134.235744
kzu,Kayupulau,Severely Endangered ,573,Southeast Asia,-2.5464,140.725
1hl,Kazhuo,Threatened ,6341,East Asia,,
kdy,Keder,Endangered ,370,Southeast Asia,-2.043,139.0979
khh,Kehu,Severely Endangered ,25,Southeast Asia,-3.19, 136.14
kec,Keiga,Threatened ,6070,Africa,11.3184,29.696
xel,Kelo,Endangered ,200,Africa,9.4463,34.0219
kyo,Kelon,Threatened ,5000,Southeast Asia,-8.400314,124.420714
kem,Kemak,Vulnerable ,72000,Southeast Asia;Pacific,-8.933758,125.175292
xkw,Kembra,Severely Endangered ,20,Southeast Asia,-3.908,140.3942
klf,Kendeje,Endangered ,2000,Africa,13.6299,21.5771
kvm,Kendem,Threatened ,1000,Africa,5.7061,9.6377
,Kene,Endangered ,300,Pacific,-15.495850,166.754963
kxi,Keningau Murut,Threatened ,7000,Southeast Asia,5.366803,116.201303
kns,Kensiu,Endangered ,500,Southeast Asia,7.1712,99.7915
xnz,Kenuzi,Threatened ,50000,Africa,24.153025, 32.880436
kuk,Kepo',Threatened ,6000,Southeast Asia,,
krk,Kerek,Critically Endangered ,10,Caucasus;Europe;East Asia,62.25,175.0
,Kesha'i,Endangered ,200,Near East,33.23, 51.47
ket,Ket,Endangered ,,Caucasus;Europe;East Asia,64.0,87.0
ktt,Ketum,Endangered ,900,Southeast Asia,-5.35, 140.60
xkv,Kgalagadi,Vulnerable ,10000,Africa,,
kjh,Khakas,Threatened ,6000,Caucasus;Europe;East Asia,53.0,90.0
klj,Khalaj,Vulnerable ,20000,Near East,34.3751, 50.3063
klr,Khaling,Vulnerable ,15000,South Asia,27.5781,86.7163
kbg,Khamba,Threatened ,1330,South Asia,29.0105,94.7653
,Khamnigan Ewenki,Threatened ,,Caucasus;Europe;East Asia,49.296, 119.797
1lj,Khamnigan Mongol,Severely Endangered ,,Caucasus;Europe;East Asia,49.296, 119.797
kht,Khamti,Vulnerable ,13000,South Asia;Southeast Asia,,
ksu,Khamyang,Critically Endangered ,50,South Asia,26.89, 93.99
kjm,Kháng,Threatened ,3921,Southeast Asia,22.0333,102.6666
khr,Kharia,Vulnerable ,,South Asia,22.5,84.3333333333
kaf,Khatso,Threatened ,5432,East Asia,24.148024, 102.664922
kqg,Khe,Threatened ,1300inBurkinaFaso,Africa,10.004691, -4.240826
xkf,Khengkha,Vulnerable ,,South Asia,27.0786,91.0272
nkh,Khezha Naga,Vulnerable ,23000,South Asia,25.6811,94.367
kix,Khiamniungan Naga,Vulnerable ,47800,South Asia,26.229961,95.035461
kjj,Khinalugh,Threatened ,3000,Caucasus,41.1666666667,48.0833333333
kqm,Khisa,Threatened ,8000,Africa,,
xkc,Kho'ini,Severely Endangered ,,Near East,38.2036,48.2519
naq,Khoekhoe,Vulnerable ,190000,Africa,-20.313721, 14.968872
khw,Khowar,At risk ,300000,South Asia,36.0,72.0
sgh-khu,Khufi,Vulnerable ,,Near East,37.859500, 71.603726
kfm,Khunsari,Vulnerable ,21100,Near East,32.8795,51.6796
khv,Khvarshi,Threatened ,,Caucasus;Europe;East Asia,42.25,46.1666666667
xuu,Khwe,Threatened ,7000,Africa,-18.010080, 22.434082
frt,Kiai,Endangered ,450,Pacific,-15.45, 166.93
prm,Kibiri-Porome ,Threatened ,1180,Pacific,-7.45, 144.30
kic,Kickapoo,Threatened ,,"North America;Mexico, Central America, Caribbean",39.6972,-95.7089
gia,Kija,Severely Endangered ,,Australia,-17.72282433,127.6836782
sjd,Kildin Saami,Severely Endangered ,,Caucasus;Europe;East Asia,68.004353, 35.001731
,Kilen,Severely Endangered ,20inChina,Caucasus;Europe;East Asia,47.4689, 133.8574
,Kili,Endangered ,,Caucasus;Europe;East Asia,48.8068, 134.121
klb,Kiliwa,Critically Endangered ,8,"Mexico, Central America, Caribbean",31.3333333333,-115.666666667
kih,Kilmeri,Threatened ,2200,Pacific,-2.89, 141.19
kia,Kim,Vulnerable ,15400,Africa,9.91666666667,15.9166666667
sbt,Kimki,Threatened ,500,Southeast Asia,-4.27, 140.88
kco,Kinalakna,Endangered ,220,Pacific,-6.040325165,147.4664001
kfk,Kinnauri,Threatened ,84000,South Asia,31.5,78.0
knq,Kintaq,Endangered ,,Southeast Asia,5.75, 101.28
kkm,Kiong,Severely Endangered ,100,Africa,5.2906,8.3523
kio,Kiowa,Critically Endangered ,100,North America,35.1016,-98.6197
apk,Kiowa Apache,Dormant ,0,North America,35.1018,-98.6033
kyi,Kiput,Endangered ,450,Southeast Asia,4, 114.4
geb,Kire,Threatened ,1900,Pacific,-4.26, 144.71
okr,Kirike,At risk ,248000,Africa,,
kiy,Kirikiri,Endangered ,250,Southeast Asia,-3.0,137.166666667
kis,Kis,Endangered ,216,Pacific,-3.509520054,142.7848358
mlk,Kiwilwana,Threatened ,8000,Africa,0.706844,39.802647
clm,Klallam,Awakening ,,North America,47.8475,-122.585
kla,Klamath-Modoc,Awakening ,,North America,42.5,-121.5
fuj,Ko,Threatened ,2680,Africa,10.6714,30.8386
cku,Koasati,Severely Endangered ,200,North America,30.083333,-92.116667
kcj,Kobiana,Endangered ,,Africa,12.4017,-16.3229
kdq,Koch,Vulnerable ,,South Asia,25.7603,90.3955
cdz,Koda,Vulnerable ,25000,South Asia,22.1263,87.0776
kfa,Kodagu,Threatened ,97011,South Asia,12.1666666667,76.8333333333
vko,Kodeoha,Threatened ,1500,Southeast Asia,-3.4147,120.9155
1hs,Kodiak Russian Creole,Critically Endangered ,5,Caucasus;Europe;North America;East Asia,65.700241, -174.149151
kcs,Koenoem,Threatened ,3000,Africa,,
kso,Kofa,Vulnerable ,,Africa,,
kpi,Kofei,Severely Endangered ,100,Southeast Asia,-2.3833,136.7907
kkt,Koi,Threatened ,2000,South Asia,27.3607,86.8661
nkd,Koireng,Vulnerable ,1410,South Asia,24.2319,93.7463
kqi,Koitabu,Threatened ,2700,Pacific,-9.33333333333,147.083333333
kxt,Koiwat,Endangered ,,Pacific,-4.03, 143.62
gko,Kok-Nar,Dormant ,0,Australia,-16.17852418,141.5751913
ktd,Kokatha,Critically Endangered ,3,Australia,-29.40268488, 133.4980182
kou,Koke,Endangered ,600,Africa,10.8575,18.1315
okg,Koko Babangk,Dormant ,NoknownL1speakers,Australia,-15.826024, 141.480158
kkp,Koko-Bera,Severely Endangered ,15,Australia,-15.46465646,142.0337612
kkk,Kokota,Threatened ,1200,Pacific,-7.94, 159.168
kol,Kol,Threatened ,,Pacific,,
0hr,Kolakngat,Dormant ,0,Australia,-38.471266,143.422444
klc,Kolbila,Endangered ,Afewhundred,Africa,8.21149,12.677794
kmm,Kom,Vulnerable ,15467,South Asia,24.0414,93.6639
xbi,Kombio,Endangered ,2970,Pacific,-3.48, 142.69
koi,Komi-Permyak,Vulnerable ,110000,Caucasus;Europe;East Asia,59.5,54.5
xoi,Kominimung,Endangered ,328,Pacific,-4.69, 144.78
,Komnzo,Endangered ,,Pacific,-8.702164, 141.587799
xom,Komo,Threatened ,1435,Africa,8.75,33.75
kfc,Konda-Dora,Vulnerable ,15000,South Asia,19.5,83.0
kdw,Koneraw,Threatened ,1200,Southeast Asia,-8.3854,137.9415
mjd,Konkow,Critically Endangered ,3,North America,39.467,-121.5155
kma,Konni,Vulnerable ,3800,Africa,10.25,-1.58333333333
klk,Kono,Threatened ,5520,Africa,,
koa,Konomala,Endangered ,800,Pacific,-4.169494,152.889711
nbe,Konyak Naga,Vulnerable ,,South Asia,26.9367,95.1745
xop,Kopar,Endangered ,229,Pacific,-3.86342597, 144.5258484
opk,Kopkaka,Endangered ,400,Southeast Asia,-4.91, 139.93
kqz,Korana,Critically Endangered ,1,Africa,-29.5,20.5
kfq,Korku,At risk ,200000,South Asia,22.5,78.5
kfo,Koro (Cote d'Ivoire),Vulnerable ,40000,Africa,,
jkr,Koro (India),Endangered ,800,South Asia,27.1667, 92.6312
krf,Koro (Vanuatu),Endangered ,250,Pacific,-14.3242,167.4728
xkq,Koroni,Endangered ,500,Southeast Asia,-2.6412,121.9894
krp,Korop,Vulnerable ,17640,Africa,5.101887, 8.711952
ktl,Koroshi,Endangered ,180,Near East,27.190693, 56.300726
khe,Korowai,Threatened ,3500,Southeast Asia,-5.25,140.0
kfd,Korra Koraga,Vulnerable ,14000,South Asia,11.6952,75.6738
xor,Korubo,Severely Endangered ,26,South America,-5.8346,-70.9277
kfp,Korwa,Vulnerable ,35000,South Asia,22.4922,84.1552
kpy,Koryak,Endangered ,,Caucasus;Europe;East Asia,61.0,167.0
kiq,Kosadle,Endangered ,250,Southeast Asia,-3.79, 140.20
kid,Koshin,Threatened ,3000,Africa,,
kos,Kosraean,Threatened ,8570,Pacific,5.3,163.0
koq,Kota (Gabon),Vulnerable ,43460,Africa,0.207366, 13.721718
kfe,Kota (India),Endangered ,900,South Asia,11.5,77.1666666667
kvc,Kove,Threatened ,6750,Pacific,-5.58333333333,149.666666667
xow,Kowaki,Severely Endangered ,,Pacific,-4.63, 145.41
kwh,Kowiai,Endangered ,600,Southeast Asia,-3.9437,134.0881
koy,Koyukon,Critically Endangered ,150,North America,64.881667, -157.704444
kpk,Kpan,Vulnerable ,11400,Africa,7.58333333333,10.1666666667
kym,Kpatili,Threatened ,4500,Africa,5.301989, 21.889473
kef,Kpessi,Vulnerable ,2358,Africa,7.987795,1.191023
xra,Krahô,Threatened ,2184,South America,-8.4071, -47.2851
rka,Kraol,Vulnerable ,1960,Southeast Asia,13.588,106.9438
krv,Kravet,Threatened ,2380,Southeast Asia,14.0175,107.0136
kre,Kreen-Akarore,Endangered ,,South America,-10.0,-55.0
kqq,Krenak,Severely Endangered ,,South America,-15.5,-41.0
xre,Kreye,Endangered ,496,South America,-2.5644,-46.6589
1fn,Kri,Severely Endangered ,,Southeast Asia,18.25, 105
xri,Krikatí,Endangered ,682,South America,,
krm,Krim,Critically Endangered ,afewhundred,Africa,7.2425,-11.9476
kgo,Krongo,Vulnerable ,21700,Africa,10.5,30.0
krr,Kru'ng 2,Vulnerable ,18400,Southeast Asia,13.57, 106.76
jct,Krymchak,Critically Endangered ,200,Caucasus;Europe,45.0,34.0833333333
kry,Kryts,Endangered ,5000,Caucasus,41.0833333333,48.0
kut,Ktunaxa,Severely Endangered ,26,North America,50.0500000, -116.0500000
xnh,Kuanhua,Threatened ,1000,East Asia,,
cub,Kubeo,Threatened ,7900,South America,1.33333333333,-70.5
kof,Kubi,Dormant ,0,Africa,10.897368, 10.383350
lkc,Kucong,Vulnerable ,,Southeast Asia;East Asia,22.6166,102.75
kov,Kudu-Camo,Severely Endangered ,afew,Africa,11.0166,8.8879
kes,Kugbo,Threatened ,2000,Africa,4.746150, 6.651764
wua,Kugu-Nganhcara,Severely Endangered ,50,Australia,-14.167,141.842
3oz,Kuhpayi,Severely Endangered ,,Near East,32.70, 52.45
kxu,Kui (India),At risk ,500000,South Asia,20.0,83.5
kvd,Kui (Indonesia),Threatened ,4240,Southeast Asia,-8.43333333333,124.55
"kui, mzo",Kuikuro,Threatened ,1106,South America,-12.4166666667,-53.0833333333
vkj,Kujarge,Endangered ,,Africa,11.749,22.2431
kfn,Kuk,Threatened ,3000,Africa,6.461755, 10.131270
ggd,Kukatj,Dormant ,0,Australia,-18.04972881,141.088921
kux,Kukatja,Vulnerable ,1000,Australia,-20.242549,127.534736
xmq,Kuku-Mangk,Critically Endangered ,1,Australia,-14.464675,142.400131
xmp,Kuku-Mu'inh,Critically Endangered ,7,Australia,-14.574539,141.631086
xmh,Kuku-Muminh,Critically Endangered ,31,Australia,-14.305372,142.273786
ugb,Kuku-Ugbanh,Critically Endangered ,6,Australia,-14.431717,141.713483
uwa,Kuku-Uwanh,Severely Endangered ,40,Australia,-14.261428,142.757186
gvn,Kuku-Yalanji,Endangered ,700,Australia,-16.118117,145.047836
tpg,Kula,Vulnerable ,5000,Southeast Asia,-8.2, 125.0
kxj,Kulfa,Threatened ,2200,Africa,9.9742,19.1848
xpk,Kulina,Severely Endangered ,30,South America,-5.6597,-71.5429
kle,Kulung (Nepal),Threatened ,33200,South Asia,27.5,87.0
bbu,Kulung (Nigeria),Vulnerable ,15000,Africa,12.516358,8.833839
,Kumandin,Endangered ,1044,Caucasus;Europe;East Asia,52.884889, 86.323299
